Experimental ID,Genome assembly,Antigen class,Antigen,Cell type class,Cell type,Cell type description,Processing logs,Title,Meta data,BigWig,Peak-call (BED) (q < 1E-05),Peak-call (BED) (q < 1E-10),Peak-call (BED) (q < 1E-20),Peak-call (BigBed) (q < 1E-05),Peak-call (BigBed) (q < 1E-10),Peak-call (BigBed) (q < 1E-20)
SRX2940756,hg19,TFs and others,TP53,Epidermis,UACC-62,Primary Tissue=Skin|Tissue Diagnosis=Melanoma,"5807115,63.4,13.6,179","GSM2677382: UACC62 p53 ChIPseq, 2hrs 4GY; Homo sapiens; ChIP-Seq","source_name=UACC62 || cell line=UACC62 || treated with=4GY for 2hrs || chip antibody=anti-p53 antibody (DO-1, Santa Cruz Biotechnology, SC-126X, Lot:G0115)",http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bw/SRX2940756.bw,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bed05/SRX2940756.05.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bed10/SRX2940756.10.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bed20/SRX2940756.20.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bb05/SRX2940756.05.bb,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bb10/SRX2940756.10.bb,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bb20/SRX2940756.20.bb
SRX2940757,hg19,TFs and others,TP53,Epidermis,UACC-257,Primary Tissue=Skin|Tissue Diagnosis=Melanoma,"21475993,49.7,29.3,714","GSM2677383: UACC257 p53 ChIPseq, 2hrs 4GY; Homo sapiens; ChIP-Seq","source_name=UACC257 || cell line=UACC257 || treated with=4GY for 2hrs || chip antibody=anti-p53 antibody (DO-1, Santa Cruz Biotechnology, SC-126X, Lot:G0115)",http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bw/SRX2940757.bw,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bed05/SRX2940757.05.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bed10/SRX2940757.10.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bed20/SRX2940757.20.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bb05/SRX2940757.05.bb,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bb10/SRX2940757.10.bb,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bb20/SRX2940757.20.bb
SRX2940758,hg19,TFs and others,TP53,Breast,MCF-7,Primary Tissue=Breast|Site of Extraction=Pleura|Tissue Diagnosis=Adenocarcinoma,"4457360,55.7,15.4,455",GSM2677384: MCF7 p53ChIPseq nutlin 2hr; Homo sapiens; ChIP-Seq,"source_name=MCF7 || cell line=MCF7 || treated with=nutlin for 2hrs || chip antibody=anti-p53 antibody (DO-1, Santa Cruz Biotechnology, SC-126X, Lot:G0115)",http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bw/SRX2940758.bw,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bed05/SRX2940758.05.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bed10/SRX2940758.10.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bed20/SRX2940758.20.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bb05/SRX2940758.05.bb,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bb10/SRX2940758.10.bb,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bb20/SRX2940758.20.bb
SRX2940759,hg19,TFs and others,TP53,Epidermis,UACC-257,Primary Tissue=Skin|Tissue Diagnosis=Melanoma,"8246305,62.7,14.2,423",GSM2677385: UACC257 p53ChIPseq nutlin 2hr; Homo sapiens; ChIP-Seq,"source_name=UACC257 || cell line=UACC257 || treated with=nutlin for 2hrs || chip antibody=anti-p53 antibody (DO-1, Santa Cruz Biotechnology, SC-126X, Lot:G0115)",http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bw/SRX2940759.bw,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bed05/SRX2940759.05.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bed10/SRX2940759.10.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bed20/SRX2940759.20.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bb05/SRX2940759.05.bb,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bb10/SRX2940759.10.bb,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bb20/SRX2940759.20.bb
SRX2940760,hg19,TFs and others,TP53,Unclassified,Unclassified,,"17460246,36.4,27.0,754",GSM2677386: RPE p53ChIPseq 2h 4GY; Homo sapiens; ChIP-Seq,"source_name=RPE || cell line=RPE || treated with=4GY for 2hrs || chip antibody=anti-p53 antibody (DO-1, Santa Cruz Biotechnology, SC-126X, Lot:G0115)",http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bw/SRX2940760.bw,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bed05/SRX2940760.05.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bed10/SRX2940760.10.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bed20/SRX2940760.20.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bb05/SRX2940760.05.bb,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bb10/SRX2940760.10.bb,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bb20/SRX2940760.20.bb
SRX3025913,hg19,TFs and others,TP53,Breast,MCF-7,Primary Tissue=Breast|Site of Extraction=Pleura|Tissue Diagnosis=Adenocarcinoma,"31428004,86.3,11.8,2156",GSM2714248: 2-11-MYT1; Homo sapiens; ChIP-Seq,"source_name=MCF-7, NCS-treated, biological replicate 1 || cell type=Breast carcinoma || cell line=MCF-7 || chip antibody=p53 (Santa Cruz Biotechnology, sc-126 X)",http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bw/SRX3025913.bw,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bed05/SRX3025913.05.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bed10/SRX3025913.10.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bed20/SRX3025913.20.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bb05/SRX3025913.05.bb,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bb10/SRX3025913.10.bb,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bb20/SRX3025913.20.bb
SRX3025914,hg19,TFs and others,TP53,Breast,MCF-7,Primary Tissue=Breast|Site of Extraction=Pleura|Tissue Diagnosis=Adenocarcinoma,"30763914,88.9,9.0,1034",GSM2714249: 2-9-MNT1; Homo sapiens; ChIP-Seq,"source_name=MCF-7, untreated, biological replicate 1 || cell type=Breast carcinoma || cell line=MCF-7 || chip antibody=p53 (Santa Cruz Biotechnology, sc-126 X)",http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bw/SRX3025914.bw,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bed05/SRX3025914.05.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bed10/SRX3025914.10.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bed20/SRX3025914.20.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bb05/SRX3025914.05.bb,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bb10/SRX3025914.10.bb,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bb20/SRX3025914.20.bb
SRX3025916,hg19,TFs and others,TP53,Breast,MCF-7,Primary Tissue=Breast|Site of Extraction=Pleura|Tissue Diagnosis=Adenocarcinoma,"34062321,84.4,13.5,2395",GSM2714251: 1 12 MYT2; Homo sapiens; ChIP-Seq,"source_name=MCF-7, NCS-treated, biological replicate 2 || cell type=Breast carcinoma || cell line=MCF-7 || chip antibody=p53 (Santa Cruz Biotechnology, sc-126 X)",http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bw/SRX3025916.bw,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bed05/SRX3025916.05.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bed10/SRX3025916.10.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bed20/SRX3025916.20.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bb05/SRX3025916.05.bb,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bb10/SRX3025916.10.bb,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bb20/SRX3025916.20.bb
SRX3025917,hg19,TFs and others,TP53,Breast,MCF-7,Primary Tissue=Breast|Site of Extraction=Pleura|Tissue Diagnosis=Adenocarcinoma,"34317552,87.6,10.4,1069",GSM2714252: 1 10 MNT2; Homo sapiens; ChIP-Seq,"source_name=MCF-7, untreated, biological replicate 2 || cell type=Breast carcinoma || cell line=MCF-7 || chip antibody=p53 (Santa Cruz Biotechnology, sc-126 X)",http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bw/SRX3025917.bw,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bed05/SRX3025917.05.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bed10/SRX3025917.10.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bed20/SRX3025917.20.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bb05/SRX3025917.05.bb,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bb10/SRX3025917.10.bb,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bb20/SRX3025917.20.bb
SRX3087155,hg19,TFs and others,TP53,Breast,MCF-7,Primary Tissue=Breast|Site of Extraction=Pleura|Tissue Diagnosis=Adenocarcinoma,"2083785,0.4,69.4,0",GSM2740042: invitro background; Homo sapiens; ChIP-Seq,"source_name=MCF7 Transposase Fragment Genomic DNA || cell line=MCF7 || chip antibody=anti-p53 antibody (DO-1, Santa Cruz Biotechnology, SC-126X, Lot:G0115)",http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bw/SRX3087155.bw,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bed05/SRX3087155.05.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bed10/SRX3087155.10.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bed20/SRX3087155.20.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bb05/SRX3087155.05.bb,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bb10/SRX3087155.10.bb,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bb20/SRX3087155.20.bb
SRX3087156,hg19,TFs and others,TP53,Breast,MCF-7,Primary Tissue=Breast|Site of Extraction=Pleura|Tissue Diagnosis=Adenocarcinoma,"30379330,0.4,70.2,2",GSM2740043: invitro p53IP; Homo sapiens; ChIP-Seq,"source_name=MCF7 Transposase Fragment Genomic DNA || cell line=MCF7 || chip antibody=anti-p53 antibody (DO-1, Santa Cruz Biotechnology, SC-126X, Lot:G0115)",http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bw/SRX3087156.bw,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bed05/SRX3087156.05.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bed10/SRX3087156.10.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bed20/SRX3087156.20.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bb05/SRX3087156.05.bb,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bb10/SRX3087156.10.bb,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bb20/SRX3087156.20.bb
SRX3087158,hg19,TFs and others,TP53,Breast,MCF-7,Primary Tissue=Breast|Site of Extraction=Pleura|Tissue Diagnosis=Adenocarcinoma,"16925413,88.7,9.6,669",GSM2740045: MCF minus Decitabine p53chip; Homo sapiens; ChIP-Seq,"source_name=MCF7 || cell line=MCF7 || chip antibody=anti-p53 antibody (DO-1, Santa Cruz Biotechnology, SC-126X, Lot:G0115)",http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bw/SRX3087158.bw,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bed05/SRX3087158.05.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bed10/SRX3087158.10.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bed20/SRX3087158.20.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bb05/SRX3087158.05.bb,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bb10/SRX3087158.10.bb,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bb20/SRX3087158.20.bb
SRX3087159,hg19,TFs and others,TP53,Breast,MCF-7,Primary Tissue=Breast|Site of Extraction=Pleura|Tissue Diagnosis=Adenocarcinoma,"19765140,85.6,12.8,962",GSM2740046: MCF plus Decitabine p53chip; Homo sapiens; ChIP-Seq,"source_name=MCF7 || cell line=MCF7 || treatment=Decitabine || chip antibody=anti-p53 antibody (DO-1, Santa Cruz Biotechnology, SC-126X, Lot:G0115)",http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bw/SRX3087159.bw,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bed05/SRX3087159.05.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bed10/SRX3087159.10.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bed20/SRX3087159.20.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bb05/SRX3087159.05.bb,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bb10/SRX3087159.10.bb,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bb20/SRX3087159.20.bb
SRX3102568,hg19,TFs and others,TP53,Digestive tract,SW 480,Primary Tissue=unresolved|Tissue Diagnosis=unresolved,"37252900,19.1,80.1,2815",GSM2746539: 0 hr TNF-a p53 ChIP-seq; Homo sapiens; ChIP-Seq,"source_name=SW480_0 hr TNF-¿ p53 ChIP-seq || cell line=SW480 || cell type=Human Colon Cancer Cell Line || chip antibody=anti-p53 (FL393, sc6243)",http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bw/SRX3102568.bw,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bed05/SRX3102568.05.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bed10/SRX3102568.10.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bed20/SRX3102568.20.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bb05/SRX3102568.05.bb,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bb10/SRX3102568.10.bb,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bb20/SRX3102568.20.bb
SRX3102569,hg19,TFs and others,TP53,Digestive tract,SW 480,Primary Tissue=unresolved|Tissue Diagnosis=unresolved,"76947008,41.7,57.4,48834",GSM2746540: 16 hr TNF-a p53 ChIP-seq; Homo sapiens; ChIP-Seq,"source_name=SW480_16 hr TNF-¿ p53 ChIP-seq || cell line=SW480 || cell type=Human Colon Cancer Cell Line || chip antibody=12.5 ng ml-1 TNF-¿ for 16 hr || chip antibody=anti-p53 (FL393, sc6243)",http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bw/SRX3102569.bw,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bed05/SRX3102569.05.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bed10/SRX3102569.10.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bed20/SRX3102569.20.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bb05/SRX3102569.05.bb,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bb10/SRX3102569.10.bb,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bb20/SRX3102569.20.bb
SRX3472373,hg19,TFs and others,TP53BP1,Pluripotent stem cell,hESC H9,,"32183698,86.6,11.2,14076",GSM2890225: hESC 53BP1-Abcam replicate 1; Homo sapiens; ChIP-Seq,"source_name=Cell Line || cell type=Human Embryonic Stem cell H9 || cell line=H9 || genotype/variation=wildtype || chip antibody=53BP1(Abcam,ab36823)",http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bw/SRX3472373.bw,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bed05/SRX3472373.05.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bed10/SRX3472373.10.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bed20/SRX3472373.20.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bb05/SRX3472373.05.bb,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bb10/SRX3472373.10.bb,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bb20/SRX3472373.20.bb
SRX3472374,hg19,TFs and others,TP53BP1,Pluripotent stem cell,hESC H9,,"30662063,90.3,4.0,4059",GSM2890226: hESC 53BP1-Abcam replicate 2; Homo sapiens; ChIP-Seq,"source_name=Cell Line || cell type=Human Embryonic Stem cell H9 || cell line=H9 || genotype/variation=wildtype || chip antibody=53BP1(Abcam,ab36823)",http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bw/SRX3472374.bw,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bed05/SRX3472374.05.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bed10/SRX3472374.10.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bed20/SRX3472374.20.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bb05/SRX3472374.05.bb,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bb10/SRX3472374.10.bb,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bb20/SRX3472374.20.bb
SRX3472375,hg19,TFs and others,TP53BP1,Pluripotent stem cell,hESC H9,,"66186620,84.4,14.2,46515",GSM2890227: hESC 53BP1-Abcam replicate 3; Homo sapiens; ChIP-Seq,"source_name=Cell Line || cell type=Human Embryonic Stem cell H9 || cell line=H9 || genotype/variation=wildtype || chip antibody=53BP1(Abcam,ab36823)",http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bw/SRX3472375.bw,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bed05/SRX3472375.05.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bed10/SRX3472375.10.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bed20/SRX3472375.20.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bb05/SRX3472375.05.bb,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bb10/SRX3472375.10.bb,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bb20/SRX3472375.20.bb
SRX3472376,hg19,TFs and others,TP53BP1,Pluripotent stem cell,hESC derived neural cells,,"33355834,92.4,6.5,3662",GSM2890228: hNPC 53BP1-Abcam replicate 1; Homo sapiens; ChIP-Seq,"source_name=Cell Line || cell type=Human Neural Progenitor cells || cell line=derived from H9 || genotype/variation=wildtype || chip antibody=53BP1(Abcam,ab36823)",http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bw/SRX3472376.bw,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bed05/SRX3472376.05.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bed10/SRX3472376.10.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bed20/SRX3472376.20.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bb05/SRX3472376.05.bb,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bb10/SRX3472376.10.bb,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bb20/SRX3472376.20.bb
SRX3472377,hg19,TFs and others,TP53BP1,Pluripotent stem cell,hESC H9,,"28582100,90.2,8.0,4565",GSM2890229: hESC 53BP1-Novus replicate 1; Homo sapiens; ChIP-Seq,"source_name=Cell Line || cell type=Human Embryonic Stem cell H9 || cell line=H9 || genotype/variation=wildtype || chip antibody=53BP1(Novus,NB100-304)",http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bw/SRX3472377.bw,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bed05/SRX3472377.05.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bed10/SRX3472377.10.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bed20/SRX3472377.20.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bb05/SRX3472377.05.bb,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bb10/SRX3472377.10.bb,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bb20/SRX3472377.20.bb
SRX3472378,hg19,TFs and others,TP53BP1,Pluripotent stem cell,hESC H9,,"26406542,93.1,3.6,6772",GSM2890230: hESC 53BP1-Novus replicate 2; Homo sapiens; ChIP-Seq,"source_name=Cell Line || cell type=Human Embryonic Stem cell H9 || cell line=H9 || genotype/variation=wildtype || chip antibody=53BP1(Novus,NB100-304)",http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bw/SRX3472378.bw,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bed05/SRX3472378.05.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bed10/SRX3472378.10.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bed20/SRX3472378.20.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bb05/SRX3472378.05.bb,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bb10/SRX3472378.10.bb,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bb20/SRX3472378.20.bb
SRX3472379,hg19,TFs and others,TP53BP1,Pluripotent stem cell,hESC H9,,"28950765,90.5,3.8,10706",GSM2890231: hESC 53BP1-Novus replicate 3; Homo sapiens; ChIP-Seq,"source_name=Cell Line || cell type=Human Embryonic Stem cell H9 || cell line=H9 || genotype/variation=wildtype || chip antibody=53BP1(Novus,NB100-304)",http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bw/SRX3472379.bw,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bed05/SRX3472379.05.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bed10/SRX3472379.10.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bed20/SRX3472379.20.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bb05/SRX3472379.05.bb,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bb10/SRX3472379.10.bb,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bb20/SRX3472379.20.bb
SRX3472380,hg19,TFs and others,TP53BP1,Pluripotent stem cell,hESC derived neural cells,,"24894244,93.9,5.1,6991",GSM2890232: hNPC 53BP1-Novus replicate 1; Homo sapiens; ChIP-Seq,"source_name=Cell Line || cell type=Human Neural Progenitor cells || cell line=derived from H9 || genotype/variation=wildtype || chip antibody=53BP1(Novus,NB100-304)",http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bw/SRX3472380.bw,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bed05/SRX3472380.05.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bed10/SRX3472380.10.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bed20/SRX3472380.20.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bb05/SRX3472380.05.bb,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bb10/SRX3472380.10.bb,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bb20/SRX3472380.20.bb
SRX361198,hg19,TFs and others,TP53,Bone,Saos-2,Primary Tissue=Bone|Tissue Diagnosis=Osteosarcoma,"22950398,37.1,51.9,2665",GSM1241481: wt-p53 ChIPseq; Homo sapiens; ChIP-Seq,source_name=osteosarcoma cell line || cell line=SaOS2 || chip antibody=monoclonal anti-p53 (Santa Cruz Biotechnology),http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bw/SRX361198.bw,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bed05/SRX361198.05.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bed10/SRX361198.10.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bed20/SRX361198.20.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bb05/SRX361198.05.bb,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bb10/SRX361198.10.bb,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bb20/SRX361198.20.bb
SRX3666488,hg19,TFs and others,TP53,Blood,T cells,,"29302597,70.6,27.2,899",GSM2988930: Lymphocyte-45 DMSO p53; Homo sapiens; ChIP-Seq,"source_name=PHA-stimulated human T-lymphocytes from healthy volunteer # 45 || subject id=45 || cell type=PHA-stimulated human T-lymphocytes || chip ab=p53 DO-1 (Santa Cruz, sc-126)",http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bw/SRX3666488.bw,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bed05/SRX3666488.05.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bed10/SRX3666488.10.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bed20/SRX3666488.20.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bb05/SRX3666488.05.bb,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bb10/SRX3666488.10.bb,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bb20/SRX3666488.20.bb
